id,2008,2012
1001,-47.8,-46
1003,-51.5,-55.6
1005,-1.4,3.1
1007,-45.8,-46.6
1009,-69.5,-74
1011,48.4,52.8
1013,-13.4,-7.5
1015,-32.5,-31.8
1017,-8.4,-5.1
1019,-51.2,-54.9
1021,-57.8,-60.3
1023,-7.4,-4.6
1025,-11.6,-8.2
1027,-47.3,-45.5
1029,-62.3,-68
1031,-48.9,-49.2
1033,-20.2,-20.3
1035,-0.6,1.6
1037,-17.5,-16.2
1039,-58.3,-58.2
1041,-37.9,-35.5
1043,-65.2,-69.3
1045,-44.6,-42.1
1047,34.5,39.7
1049,-51.2,-54.6
1051,-50.9,-48.7
1053,-28.5,-25.5
1055,-38.2,-38.3
1057,-48.8,-53.3
1059,-39.1,-40.4
1061,-62.5,-63
1063,66.6,69.6
1065,21.7,25.5
1067,-29.7,-29
1069,-40.8,-40.2
1071,-37,-41.8
1073,5.1,6
1075,-53.8,-53.1
1077,-28.2,-30.8
1079,-28,-26.9
1081,-19.7,-19.9
1083,-41.9,-43.5
1085,50,53.1
1087,74.1,74.2
1089,-15,-18.6
1091,3.6,7.2
1093,-56.2,-61.4
1095,-56.4,-59.9
1097,-8.7,-9.2
1099,-10.2,-7.7
1101,19.3,24.2
1103,-43.8,-44.4
1105,45.1,50.2
1107,-8.4,-7
1109,-15.3,-13.7
1111,-39.6,-39.8
1113,7.3,11.7
1115,-63.2,-65.9
1117,-53.4,-55.4
1119,50.3,54.5
1121,-18.5,-16
1123,-36.5,-32.3
1125,-15.9,-17.4
1127,-46.4,-52.8
1129,-29.4,-31.7
1131,42.2,48.7
1133,-63.3,-72.2
4001,28.1,34.4
4003,-20.5,-22.3
4005,17,15.5
4007,-27.7,-26.7
4009,-40.5,-37.5
4011,-18.7,-9.4
4012,-28.3,-32
4013,-10.5,-10.7
4015,-32.7,-42.1
4017,-11.6,-7.9
4019,6,6.9
4021,-14.4,-16.3
4023,31.2,37.8
4025,-24.3,-30.3
4027,-13.7,-12.6
5001,-22.5,-22.2
5003,-28.2,-25.3
5005,-31.6,-44.1
5007,-36.5,-40.3
5009,-39.6,-48
5011,-14.4,-18.7
5013,-34.7,-36.7
5015,-18.1,-23.8
5017,17.7,22.4
5019,-3.8,-6.3
5021,-14.3,-29.1
5023,-44.2,-52.1
5025,-43.9,-44.9
5027,-24.1,-23.6
5029,-18.9,-19.5
5031,-24.5,-31
5033,-46,-49.9
5035,14.7,14.9
5037,-25.4,-29.8
5039,-8.7,-10.6
5041,12.2,12.4
5043,-19.1,-18.9
5045,-25.3,-31.6
5047,-39.2,-44.4
5049,-18.9,-33.1
5051,-25,-30
5053,-50.9,-51.8
5055,-29.6,-36.8
5057,-19.1,-26.2
5059,-24.4,-29
5061,-25,-31.8
5063,-37.1,-43.9
5065,-26.9,-38.8
5067,-16.4,-18.3
5069,26.3,29
5071,-23.1,-27.9
5073,-19.1,-18.5
5075,-20.9,-31.5
5077,21.5,24.1
5079,-18.2,-20.8
5081,-29,-36.3
5083,-38.8,-41.9
5085,-47.5,-50.8
5087,-28.9,-32.9
5089,-29.9,-38.8
5091,-33.5,-39.8
5093,-2.2,-1
5095,-4.1,-0.1
5097,-35.2,-42.6
5099,-16.1,-20.2
5101,-35.6,-41.4
5103,-10.9,-8.6
5105,-32.5,-35.4
5107,29,32.8
5109,-41.3,-52.7
5111,-27.2,-34.2
5113,-45.8,-57
5115,-43.3,-47.1
5117,-34.7,-40.5
5119,11.6,11.4
5121,-18.1,-27.7
5123,16.5,18.4
5125,-41,-42.7
5127,-43.5,-47.7
5129,-45.9,-51.1
5131,-34.7,-37.1
5133,-40,-48.3
5135,-28.9,-38.9
5137,-36.4,-45.2
5139,-26.2,-26.2
5141,-31.7,-39.4
5143,-13.1,-16.2
5145,-47.2,-53.8
5147,7.4,4.2
5149,-29.9,-38.9
6001,59.3,60.6
6003,24.5,23.4
6005,-14.5,-19.5
6007,2.4,-2
6009,-12.9,-16.9
6011,-18.1,-21.3
6013,37.6,35.1
6015,-6.7,-9.4
6017,-10.5,-17.8
6019,2.1,1.8
6021,-22,-25.3
6023,28.1,27.1
6025,26.1,32.1
6027,-9.1,-11.4
6029,-17.7,-16.7
6031,-14.1,-14.9
6033,19.2,17
6035,-34.1,-39.5
6037,40.4,41.9
6039,-13.2,-17.1
6041,57.6,51.2
6043,-12.3,-18.2
6045,42.6,38.5
6047,8.3,8.7
6049,-37.7,-41.5
6051,13.2,8.7
6053,38.3,36.8
6055,32.4,28.7
6057,5.3,-0.7
6059,-2.6,-6.3
6061,-11.3,-19.3
6063,-11.9,-16.9
6065,2.3,1.6
6067,19,19
6069,22.7,20.6
6071,6.3,7.3
6073,10.2,7.5
6077,10.6,13.7
6079,5.3,1
6081,48.8,46.6
6083,22.8,18
6085,40.8,42.9
6087,57.5,55.4
6089,-25.8,-29.1
6091,-20.9,-22.4
6093,-10.3,-15.2
6095,28.5,29.2
6097,49.6,45.7
6099,1.7,2.8
6101,-16.7,-19.1
6103,-24,-27.5
6105,4.6,-0.7
6107,-15.3,-15
6109,-12.7,-15.7
6111,12.2,7.1
6113,36.3,33.9
6115,-14.7,-18.1
8001,18.3,16.8
8003,14.1,16.5
8005,12.9,9.9
8007,-12.1,-17.7
8009,-47.7,-51.8
8011,-14.5,-13.4
8013,46.2,41.9
8015,-0.1,0.1
8017,-62.3,-65.6
8019,17.9,12
8021,12.9,9.3
8023,48.9,48.6
8025,-27.2,-25.9
8027,-28.9,-33.9
8029,-32.3,-39.5
8033,-36.9,-42.2
8035,-17.2,-25.8
8037,23.1,14.9
8039,-40.1,-47
8041,-18.8,-20.4
8043,-29.2,-31.7
8045,0,-5.1
8047,21,16.4
8049,-1.1,-6.9
8051,27.3,19.7
8053,-17.3,-20.6
8055,11.2,8.3
8057,-38,-45.3
8059,9,4.8
8061,-55.4,-68.1
8063,-44.8,-52.6
8065,26,24.4
8067,16.3,9.1
8069,9.7,5.8
8071,7.1,2.6
8073,-50.8,-49.7
8075,-35.2,-38
8077,-29.5,-32.4
8079,-10.3,-8.1
8081,-43.5,-54.5
8083,-19.5,-23.2
8085,-29.8,-36.8
8087,-24,-25
8089,-10.5,-9
8091,8.8,5.1
8093,-6.9,-14.7
8095,-43.8,-46.3
8097,48.8,38
8099,-33.7,-35.2
8101,14.9,14
8103,-56.6,-64
8105,-8.8,-7.9
8107,26.9,15.6
8109,28.1,30.7
8111,9.2,10.7
8113,55.6,43.2
8115,-28.8,-34.5
8117,33,24.6
8119,-28.1,-32.4
8121,-56.5,-62
8123,-8.7,-12.6
8125,-48.4,-54.7
10001,9.8,4.9
10003,40.6,34.1
10005,-8.6,-13
12001,21.5,17.3
12003,-57.2,-58.5
12005,-40.6,-43.5
12007,-40.2,-42
12009,-10.3,-12.7
12011,34.7,34.9
12013,-40.3,-43.7
12015,-7.2,-14.2
12017,-16,-21.8
12019,-42.7,-45.7
12021,-22.5,-30
12023,-33.7,-36.6
12027,-12.3,-14.3
12029,-44.8,-46.8
12033,-19.2,-20.5
12035,1.5,-7.4
12037,-27.8,-31.4
12039,38.9,40.6
12041,-46.8,-50.8
12043,-20.1,-18.5
12045,-39.2,-41.8
12047,-14.6,-16.8
12049,-29.5,-30.8
12051,-7.1,-5.9
12053,-3.5,-8.4
12055,-18,-22.9
12057,7.2,6.7
12059,-64.8,-68.3
12061,-14.7,-22.3
12063,-28,-29
12065,3.6,1.7
12067,-60.3,-58.1
12069,-13.5,-17.1
12071,-10.4,-16.5
12073,24.2,23.6
12075,-26.9,-32.1
12077,-44,-41.4
12079,-3.1,-3.4
12081,-7,-12.5
12083,-11.5,-16.2
12085,-13.5,-22.9
12086,16.1,23.7
12087,4.8,0.5
12089,-43.7,-48.5
12091,-44.8,-49.2
12093,-19.1,-20
12095,18.7,18.2
12097,19.7,24.4
12099,22.9,17
12101,-3.6,-6.6
12103,8.2,5.6
12105,-6.2,-6.7
12107,-19.2,-24.4
12109,-31.6,-37.7
12111,12.1,7.8
12113,-47.8,-52.4
12115,-0.1,-7.4
12117,-2.8,-6.5
12119,-27,-34.9
12121,-43,-44.7
12123,-38.9,-38.2
12125,-49.7,-48.8
12127,5.7,-1.1
12129,-24.8,-28
12131,-45.7,-51.9
12133,-47.6,-47.3
13001,-46.2,-49
13003,-34.5,-34.7
13005,-57.7,-58.5
13007,1.1,0.6
13009,4.6,5.5
13011,-65.5,-73.7
13013,-44.6,-50.2
13015,-45.1,-51.5
13017,-13.7,-14.8
13019,-53.1,-57.3
13021,18,20
13023,-44.8,-47.1
13025,-63,-66.9
13027,-13.5,-6.1
13029,-42.5,-43.4
13031,-19.1,-18.9
13033,9.2,11.3
13035,-31.6,-35.5
13037,21.7,19
13039,-23.5,-27.5
13043,-30.6,-33.6
13045,-32.9,-37.5
13047,-49.5,-52.5
13049,-34.3,-35.3
13051,14.4,12
13055,-35.7,-40.9
13057,-51,-57.5
13061,22.2,23.1
13063,66.3,70
13065,-25.5,-30.2
13067,-9.4,-12.4
13069,-29.5,-29
13071,-37.5,-39.5
13073,-42.6,-42.9
13075,-28.9,-31.3
13077,-41.1,-44
13079,-29.1,-32.3
13081,-17.8,-13.7
13083,-48,-50.6
13085,-66.2,-74.1
13087,-14.1,-11.8
13089,58.6,56.6
13091,-35.8,-35.7
13093,3.6,7
13095,34.9,39.1
13097,1.8,4
13099,-2,3.9
13101,-65.7,-67.3
13103,-50.6,-51.1
13105,-18,-20.6
13107,-24.7,-26.8
13109,-28.2,-28
13111,-48.9,-57.9
13113,-30.6,-31.2
13115,-36.3,-39.7
13117,-58,-62.7
13119,-51.3,-59.3
13121,35,29.7
13123,-51.8,-63.1
13125,-69.5,-71.8
13127,-23.4,-26.9
13129,-50.1,-57.6
13131,-23.8,-26.6
13133,-15,-22.5
13135,-10.3,-9.2
13137,-59.7,-67.2
13139,-50.8,-56.1
13141,63,62.1
13143,-57.6,-64
13145,-43.2,-45.4
13147,-31.6,-38.3
13149,-49.4,-52.9
13151,-7.5,-3.3
13153,-20.2,-20.6
13155,-36.6,-37.6
13157,-55.7,-62.8
13159,-33.5,-38
13161,-47.5,-50.9
13163,15,17.3
13165,-13.1,-11.8
13167,-33.7,-30
13169,-25.8,-28.6
13171,-27.5,-30.2
13173,-25.1,-23.7
13175,-21.5,-22.5
13177,-52.1,-52.2
13179,28.4,30.2
13181,-24.4,-27.6
13183,-24,-22.6
13185,-9.4,-9.9
13187,-51.7,-60.2
13189,-14.9,-14.9
13191,-6,-8.6
13193,30.9,34.8
13195,-46.3,-53.4
13197,-12.3,-10.1
13199,-5.4,-5.7
13201,-39.4,-37.9
13205,-4.1,-0.9
13207,-31.5,-37.2
13209,-41.1,-39.8
13211,-31.6,-37.9
13213,-45.1,-52.4
13217,1.2,2.1
13219,-42.5,-48.5
13221,-29.6,-37.1
13223,-38.5,-43.5
13225,6.7,7.5
13227,-57.8,-67.5
13229,-62.5,-66.3
13231,-60.4,-65.2
13233,-41,-45.4
13235,-29.6,-33.2
13237,-31.4,-35.6
13241,-45.7,-56.2
13243,14.4,16.3
13247,9.5,16.5
13249,-44.5,-47.8
13251,-6.2,-8.4
13253,-16.4,-20.3
13255,-18.7,-19.9
13257,-47.3,-53.3
13259,24.8,27.8
13261,6,8.4
13263,28.8,30.4
13265,30.7,32.5
13267,-41.6,-42.1
13269,-13.5,-10.6
13271,-14.2,-15.6
13273,13.8,16.1
13275,-15.8,-18.4
13277,-32.8,-32.5
13279,-38.1,-40.4
13281,-50.4,-57.7
13283,-24.1,-21.1
13285,-18.9,-17.8
13287,-18.8,-14.6
13289,6.9,8.6
13291,-51.7,-59.7
13293,-28.3,-29
13295,-46.5,-49.9
13297,-52,-55.5
13299,-34.4,-33.8
13301,17.6,21.3
13303,4.4,7.7
13305,-44.9,-48.3
13309,-27.7,-27.4
13311,-58.3,-66.3
13313,-39.8,-44.9
13315,-37.3,-31.7
13317,-7.7,-11.5
13319,-1.1,-1.5
13321,-38.7,-40.1
15001,53.7,51.2
15003,41.1,39.1
15007,52.1,49.4
15009,55.2,50.3
16001,-6.1,-11.2
16003,-34,-40.6
16005,-12.9,-21.9
16007,-63.7,-77.5
16009,-29.7,-36.8
16011,-45.5,-54.4
16013,33.2,20.2
16015,-31.6,-35.7
16017,-16.9,-25.9
16019,-42.9,-51.8
16021,-33.7,-42.1
16023,-52.3,-57.7
16025,-38,-42.1
16027,-35,-36.7
16029,-63.7,-72.9
16031,-63,-71.8
16033,-64.2,-51.5
16035,-34.8,-40.9
16037,-46,-51.6
16039,-36.3,-33.9
16041,-71.9,-87
16043,-61.8,-70.6
16045,-43,-44.8
16047,-42.2,-47.1
16049,-47.2,-53.7
16051,-66.1,-75.5
16053,-45.3,-46.2
16055,-26,-33.9
16057,6.7,4.2
16059,-45.8,-50.3
16061,-44.1,-48.1
16063,-36.8,-40.4
16065,-72.7,-87.5
16067,-50.1,-58.1
16069,-18.1,-20.7
16071,-62.1,-77.6
16073,-51.2,-52.6
16075,-41.1,-44
16077,-25.6,-30.6
16079,-7.6,-8.2
16081,0.8,-11.7
16083,-36.4,-43.1
16085,-6.9,-11.6
16087,-42.8,-46.7
17001,-22.3,-35.1
17003,12.6,13.6
17005,-1.3,-14.6
17007,4.2,-5.7
17009,-21.6,-30.7
17011,5.7,-0.2
17013,7.5,-14
17015,4.8,1.5
17017,1.3,-13.4
17019,17.5,7
17021,-6.3,-23
17023,-8,-32.3
17025,-23.2,-44.1
17027,-9.8,-29.9
17029,3.2,-11.1
17031,53.4,49.3
17033,-13,-31.6
17035,-20.6,-35.3
17037,16.7,5.5
17039,-13.3,-26.8
17041,-21.2,-36.6
17043,10.8,1.1
17045,-7.9,-32.8
17047,-29.7,-51.1
17049,-35.9,-52
17051,-15.7,-34.3
17053,-28.9,-42.7
17055,-2.8,-16.8
17057,21.3,11
17059,13.1,-18
17061,-7.4,-25.3
17063,1.7,-8.9
17065,-13,-32.9
17067,-10.8,-17.8
17069,-19.4,-34.1
17071,17.6,12.2
17073,7.7,3
17075,-29.7,-44.6
17077,21.7,14.4
17079,-17.5,-41.2
17081,-10.7,-22.8
17083,-2.7,-23.7
17085,10.5,1.2
17087,-34.5,-42
17089,11.8,1.1
17091,4.6,-3.4
17093,7.1,-3.3
17095,19.8,17.3
17097,19.6,8.4
17099,11,-0.4
17101,-5.9,-30.8
17103,-3,-7.3
17105,-19.2,-31.4
17107,-16.8,-32
17109,5.6,-1.5
17111,5.4,-8.8
17113,1.2,-11
17115,1.1,-5.1
17117,9.8,-7
17119,9.2,-1.4
17121,-2,-19.2
17123,-1,-14.3
17125,5.9,-6.4
17127,-23.2,-33.7
17129,-14.9,-30.1
17131,11.9,7.4
17133,-10.6,-26.7
17135,2.7,-14.1
17137,-0.8,-15.3
17139,-12.8,-27
17141,-7.6,-16.7
17143,13.9,4.4
17145,-3.9,-17.7
17147,-12.5,-26.6
17149,-18.7,-35.4
17151,-22.3,-38.7
17153,1.4,-5.8
17155,15.7,1.8
17157,-1,-17.5
17159,-14.9,-32.9
17161,24.5,21.8
17163,22.4,14.4
17165,-8.8,-29
17167,4.3,-8.6
17169,1.8,-8.7
17171,-14,-26.4
17173,-19.8,-33.6
17175,-5.3,-16.3
17177,6.6,-1.7
17179,-6,-17.8
17181,-11.9,-21.9
17183,0.6,-13.2
17185,-13.7,-36.7
17187,8.1,5.4
17189,-14.3,-31.5
17191,-35.2,-58.1
17193,-9,-35.9
17195,17.5,16.9
17197,13.2,5.5
17199,-14.7,-24.8
17201,12.8,5.5
17203,-26.6,-39
18001,-25.7,-39.4
18003,-4.4,-16.7
18005,-11.3,-25.4
18007,-16.3,-32.7
18009,-0.3,-16.5
18011,-25.8,-37.7
18013,-2.6,-16.6
18015,-12.8,-30.3
18017,-8.5,-21.7
18019,-7.1,-9.8
18021,-11.5,-33.7
18023,-13,-30.6
18025,-2.2,-8.2
18027,-35.3,-50.7
18029,-34.9,-39.7
18031,-24.3,-40.4
18033,-15.1,-31.6
18035,14.9,3.2
18037,-4.2,-27.7
18039,-11.2,-26.4
18041,-5.6,-16.9
18043,-10,-14.3
18045,-14.3,-34.1
18047,-33.9,-42.7
18049,-16.1,-33.1
18051,-13.1,-30.9
18053,-13,-21.9
18055,-14.5,-31.3
18057,-22.2,-34.3
18059,-29.6,-41
18061,-18,-22.8
18063,-23.4,-34.8
18065,-3.9,-16.9
18067,-6.1,-14.3
18069,-27.2,-39.7
18071,-13.6,-27.4
18073,-20.3,-25.4
18075,-7.9,-20
18077,-5.9,-10.4
18079,-8,-22.4
18081,-25.4,-38.3
18083,-6.5,-29
18085,-37.3,-52
18087,-21.4,-35.8
18089,34.2,30.9
18091,22,12.6
18093,-20.5,-32.7
18095,6.5,-4.5
18099,-13.5,-28.8
18101,-28.9,-40.3
18103,-19.4,-30.8
18105,32.1,19.1
18107,-20,-38.4
18109,-27,-41.1
18111,-11.1,-19
18113,-15.4,-33.5
18115,-19,-27.1
18117,-14.1,-21.6
18119,-10.3,-27.6
18121,-14.1,-32.5
18123,22.9,11.6
18125,-8.6,-25.3
18127,7.2,3.9
18129,-7.7,-23.7
18131,-15.5,-27.1
18133,-11.9,-32.5
18135,-8.8,-24
18137,-29.5,-38.5
18139,-13.7,-34.3
18141,17,3.5
18143,-1.9,-6.3
18145,-19,-33.5
18147,0.4,-15.3
18149,3.2,-10.6
18151,-9.8,-27
18153,-0.7,-20.6
18155,-8.3,-12.8
18157,11.6,-3.6
18159,-15.3,-31.7
18161,-24.9,-32.3
18163,2.5,-10.6
18165,13.9,-6.8
18167,15.8,0.9
18169,-20,-36.2
18171,-10.3,-27.8
18173,-12.9,-26.4
18175,-17.2,-24.4
18177,-3.8,-14.6
18179,-31.4,-45
18181,-8.2,-23.5
18183,-21.5,-38.8
19001,-3.3,-8.1
19003,3.3,-3.7
19005,14.2,4.1
19007,-1.8,-3.3
19009,3,-5.5
19011,4.5,-0.6
19013,22.4,20.2
19015,7.6,6.6
19017,9.3,2.7
19019,18.5,13.9
19021,-1.8,-10.2
19023,-4.7,-10.3
19025,-7.7,-12.5
19027,3.7,-6.2
19029,-10.8,-18.8
19031,9.6,4.6
19033,20.9,13.4
19035,-7.6,-16
19037,20.8,11.1
19039,2.3,1.5
19041,-5.1,-18.4
19043,17.2,7
19045,23,22.9
19047,5.2,-7.8
19049,-5.5,-11.6
19051,-9.1,-16.4
19053,-0.8,-4.1
19055,6,-0.2
19057,23.1,18.4
19059,-5.4,-17.9
19061,20.8,14.7
19063,3.9,-8.7
19065,16.6,12
19067,21.9,14.7
19069,1.4,-10.7
19071,-3.7,-9.2
19073,0.5,-0.1
19075,-16.9,-22.7
19077,-7.7,-10.3
19079,1.3,-2.6
19081,-3.6,-13.5
19083,0.9,-6.7
19085,-4.6,-12.7
19087,-5,-5.9
19089,25.8,21
19091,-14.3,-21.9
19093,-16.4,-26.3
19095,0.2,-4.8
19097,24.4,16.9
19099,7.5,7.1
19101,20.2,15.9
19103,41.5,35.5
19105,10.4,7.8
19107,-3.6,-10.3
19109,3.2,-12.2
19111,16,15.5
19113,21.5,17.7
19115,4.3,0.7
19117,-6.8,-6.1
19119,-45,-54.6
19121,-10,-11.9
19123,-16.6,-20.5
19125,-10.7,-13.2
19127,9.3,9.4
19129,-16.5,-19
19131,12.3,3.4
19133,-2.5,-9.6
19135,-5.2,-7.7
19137,-10.6,-21.5
19139,15.6,15.9
19141,-34.8,-44.9
19143,-31.7,-41.2
19145,-19.7,-24.5
19147,2.8,-10.6
19149,-25,-34.2
19151,-8.4,-21.6
19153,14.6,14.1
19155,-1.9,-5.3
19157,11.7,9.3
19159,-6.1,-7
19161,-8.9,-18.4
19163,14.5,13.7
19165,-9.6,-22.2
19167,-62.7,-67.6
19169,16.2,13.9
19171,12.1,7.5
19173,-8.6,-14.1
19175,3.7,3.9
19177,-12.2,-18.5
19179,13.5,11.8
19181,0.6,-2
19183,-0.8,-4
19185,-7,-11.5
19187,8.5,5.8
19189,8.6,0
19191,22.6,14.7
19193,-0.5,1
19195,22.5,14.5
19197,-1.5,-8.1
20001,-23.3,-27.2
20003,-32.7,-40.2
20005,-7.6,-20.2
20007,-50.2,-55.8
20009,-43.2,-53.9
20011,-27.2,-33.7
20013,-38.1,-43.9
20015,-32.2,-41.7
20017,-42.8,-40.6
20019,-54.9,-62.8
20021,-23.7,-29.5
20023,-55,-65
20025,-56.3,-62.1
20027,-49.1,-53
20029,-42.4,-48.8
20031,-45.7,-51.3
20033,-58.6,-67.3
20035,-25.2,-29.6
20037,1.4,-5.9
20039,-54.6,-62.1
20041,-42.3,-47.4
20043,-35.3,-44.4
20045,30.7,24.5
20047,-48.8,-55
20049,-47.4,-56.1
20051,-33.7,-45.6
20053,-39.8,-45.3
20055,-35.3,-39
20057,-30.9,-35.9
20059,-22.4,-29.9
20061,-12.4,-13.2
20063,-61.7,-71.8
20065,-51.7,-59.7
20067,-51.1,-58.7
20069,-56.9,-65.4
20071,-59,-64.1
20073,-43.7,-52.4
20075,-55.7,-60.4
20077,-45.2,-50.6
20079,-17.1,-22.5
20081,-63.6,-67.6
20083,-59.6,-65
20085,-24,-29.2
20087,-18.7,-23
20089,-57.9,-67.2
20091,-9,-17.4
20093,-57.3,-59.8
20095,-44.7,-51.5
20097,-62.8,-71.1
20099,-12.9,-20.2
20101,-60.5,-61.1
20103,-11.6,-19.7
20105,-54,-59.1
20107,-35.9,-44.9
20109,-66.8,-68.8
20111,-6,-11.5
20113,-35.3,-41.5
20115,-38.9,-46.3
20117,-27.3,-36.1
20119,-61.3,-68.5
20121,-23.7,-34.7
20123,-54.3,-58.8
20125,-35.7,-41.3
20127,-34.1,-41.2
20129,-65.9,-69.1
20131,-44.5,-58.3
20133,-26.6,-34.3
20135,-60.1,-68.6
20137,-57.2,-63.7
20139,-30.3,-31.3
20141,-56.3,-62.9
20143,-52.5,-59.2
20145,-37,-42.9
20147,-59.2,-68.3
20149,-43.9,-47.2
20151,-36.5,-47.1
20153,-62.9,-71.5
20155,-23.3,-31.3
20157,-50.1,-61.6
20159,-40.2,-48
20161,-7,-12
20163,-61.8,-68.1
20165,-40.5,-50.9
20167,-53.8,-61.3
20169,-26.3,-31.6
20171,-69,-70.7
20173,-12.7,-18.8
20175,-43,-41.1
20177,-0.3,-1.1
20179,-62,-73.5
20181,-47,-53.3
20183,-57.6,-62.6
20185,-46,-53.3
20187,-53.2,-60.9
20189,-72,-73.6
20191,-32.8,-39.4
20193,-55.8,-63.1
20195,-48.2,-61.5
20197,-38.6,-41
20199,-73.9,-81.6
20201,-53.3,-62.1
20203,-66.4,-67.3
20205,-40.8,-54
20207,-34,-45.2
21001,-52.6,-55.1
21003,-43.8,-47.5
21005,-32.4,-34
21007,-27.4,-37.5
21009,-33.9,-33.3
21011,-0.6,-12.3
21013,-40.6,-51.7
21015,-34.5,-38.6
21017,-17.3,-20.4
21019,-12.3,-16.3
21021,-23.2,-26.2
21023,-24.3,-27.3
21025,-9.3,-35.1
21027,-25.5,-27.7
21029,-32.3,-35.6
21031,-40.3,-47.8
21033,-26.7,-35
21035,-18.4,-27.3
21037,-20.9,-22.8
21039,-31.3,-41.5
21041,-8.3,-10
21043,-9.5,-21.3
21045,-58,-62.7
21047,-21.1,-23.8
21049,-25,-30.5
21051,-56.4,-68.7
21053,-62.5,-64.1
21055,-34.4,-48.8
21057,-48.6,-56.6
21059,-10.1,-21.1
21061,-36.3,-39.8
21063,25.1,2.5
21065,-40,-46.1
21069,-19.7,-32.3
21071,-1.3,-33.9
21073,-0.6,0.8
21075,-10.4,-16.2
21077,-17.6,-17
21079,-43.1,-51.5
21081,-27.4,-33.2
21083,-26,-39.7
21085,-34.9,-39.5
21087,-50.8,-50.8
21089,-14.1,-18.7
21091,5,-9.2
21093,-20.7,-20.8
21095,-46.2,-64
21097,-21.2,-29.1
21099,-30.9,-29.8
21101,2.7,-11.9
21103,-19.6,-21.4
21105,-26.4,-34.8
21107,-24.9,-39.9
21109,-70.2,-74.1
21113,-37,-39.9
21115,-41.5,-59.4
21117,-20.9,-24.3
21119,-7.8,-47.6
21121,-44.6,-53.9
21123,-36.2,-37.8
21125,-58,-63.6
21127,-26,-44.2
21129,-44.2,-52.7
21131,-63.9,-80.9
21133,-33.3,-58.4
21135,-35.6,-41.6
21137,-38.4,-41.9
21139,-27.6,-38.7
21141,-28.6,-32.6
21143,-16.7,-27
21145,-25.2,-32.5
21147,-52.1,-61.3
21149,-9.6,-30.3
21151,-22.4,-28.9
21153,-7,-39.9
21155,-3.3,-5.2
21157,-24.7,-34.3
21159,-54.6,-68.2
21161,-17,-23.3
21163,-20.9,-22.7
21165,4.9,-16.8
21167,-36,-38.8
21169,-32.9,-29.9
21171,-52.9,-59.6
21173,-16.6,-26.3
21175,-11.8,-37
21177,-1.7,-23.4
21179,-13.7,-16.5
21181,-12.2,-24.6
21183,-16.4,-36.1
21185,-30.7,-36.6
21187,-26.8,-32.3
21189,-53.3,-63
21191,-28.5,-30.7
21193,-32,-58.5
21195,-13.8,-50.5
21197,-15.6,-25.5
21199,-55.4,-60.6
21201,-8.1,-25.5
21203,-53.3,-63.3
21205,2.1,-7.7
21207,-56.3,-61.9
21209,-20.6,-25
21211,-24.7,-27.7
21213,-22.7,-24
21215,-35.5,-37.7
21217,-40.6,-39
21219,-36.3,-39.1
21221,-29.8,-35.6
21223,-19.8,-22
